Reviewer,Brand,Model,model,Location,lat,long,country,subreg1,subreg2,Study.Type,Freq1,Freq2,Freq3,Notes,Duration1,Duration2,Duration3,Duration4,Depth1,Depth2,Depth3,Depth4,Notes.1,Accuracy1,Accuracy2,Notes.2,Calibrated,Notes.3,Shaded,Notes.4,Data.Available,Notes.5,Citation,DOI,Notes.6,X
Nicole,Onset Computer Corporation,HOBO Pendant UA-002-64,HOBO Pendant Temp/Light,"Suva harbour ( Latitude and  Longitude), Fiji",-18.16667,178.41667,Fiji,,,Ecology,10,,NA,,1 yr,,,,Not mentioned,Not mentioned,,NA,Depth 1 (shallow); Depth 2 (deep),Not mentioned,,,Not mentioned,,Not mentioned,,Yes,,"Lal et al., 2018",http://dx.doi.org/10.1002/ece3.4641,,
Nicole,Onset Computer Corporation,HOBO Pendant UA-002-64,HOBO Pendant Temp/Light,"Jordan (,)",29.45861,34.97389,Jordan,,,Ecology,1,,NA,,4 weeks,4 weeks,4 weeks,4 weeks ,10,,,NA,,0.53,,,Not mentioned,,Not mentioned,,No,,"van Hoytema et al., 2016",http://dx.doi.org/10.1007/s00227-015-2787-5,,
Lena,Onset Computer Corporation,HOBO Pendant UA-002-64,HOBO Pendant Temp/Light,"Culebra, Puerto Rico (, )",18.316,-65.284,Caribbean,,,Ecology,60,,NA,,456 days,,,,2.65,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,Brownscombe et al. 2019,http://dx.doi.org/10.1007/s00227-018-3464-2,"Temp loggers were on 13/25 tags distributed over a huge amount of area and were monitoring several different systems, with coral reefs only being one of them",
Wally,Onset Computer Corporation,HOBO Pendant UA-002-64,HOBO Pendant Temp/Light,"Maui, Hawaii",20.79836,-156.33192,Hawaii,Hawaii,Maui,Ecology,10,,NA,,Not mentioned,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,Kaplan et al. 2018,http://dx.doi.org/10.1007/s00338-017-1638-x,,
Wally,Onset Computer Corporation,HOBO Pendant UA-002-64,HOBO Pendant Temp/Light,Palau,7.51498,134.58252,Palau,Babelthuap,,Ecology,60,,NA,,21 months,,,,4,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,Gouezo et al. 2020,http://dx.doi.org/10.1007/s00338-020-01941-7,,
Lena,Onset Computer Corporation,HOBO Pendant UA-002-64,HOBO Pendant Temp/Light,"(29° 27’ N, 34° 58’ E)",29.45,34.96667,Jordan,,,Ecology,Not mentioned,,NA,,28,,,,10,,,NA,,0.53,,,Not mentioned,,Not mentioned,,No,,"Bednarz et al., 2015",http://dx.doi.org/10.3354/meps11091,,
Nicole,Onset Computer Corporation,HOBO Pendant UA-002-64,HOBO Pendant Temp/Light,"Gulf of Aqaba at the Marine Science Station (MSS) Aqaba, Jordan (, )",29.45,34.96667,Jordan,,,Ecology,1,,NA,,4 weeks,,,,10,,,NA,,0.53,,,Not mentioned,,Not mentioned,,No,,"Rix et al., 2015",http://dx.doi.org/10.3354/meps11383,,
Nicole,Onset Computer Corporation,HOBO Pendant UA-002-64,HOBO Pendant Temp/Light,Malathu,19.75,39.9,Saudi Arabia,,,Physical Oceanography,5,,NA,,1 month,,,,6,12,22,32,"6, 7, 12, 17, 22, 27, 32 and 37 m",Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Cagua et al., 2013",http://dx.doi.org/10.1007/s00338-013-1069-2,,
Jess,Onset Computer Corporation,HOBO Pendant UA-002–64,HOBO Pendant Temp/Light,"32.804 N, 129.731 E; 32.187 N, 129.968 E",32.804,129.731,Japan,,,Ecology,30,30,NA,,approx. 4685,approx. 2190,,,9,5,,NA,,Not mentioned,not mentioned,,Not mentioned,,Not mentioned,,No,,"Suzuki G, Kadota T, Yatsuya K, et al. (2021) Occasional loss of fecundity in peripheral coral populations. Ecological Research 36:119–128. https://doi.org/10.1111/1440-1703. 12177",10.1111/1440-1703.12177,,
Gage,Onset Computer Corporation,HOBO Pendant UA-002–64,HOBO Pendant Temp/Light,"Yucatan, Mexico (, (21° 33′ 30.15″ N, 88° 17′ 24.9″ W)",21.57514,-88.29365,Mexico,,,Ecology,Not mentioned,,NA,,1 yr,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,Ortegon-Aznar et al. 2017,http://dx.doi.org/10.1007/s10811-017-1057-y,,
Lena,Onset Computer Corporation,HOBO Pendant UA-002–64,HOBO Pendant Temp/Light,"Moorea, French Polynesia",-17.5,-149.83333,French Polynesia,Moorea,,Ecology,10,,NA,,1460,,,,Not mentioned,,,NA,,0.5,,,Not mentioned,,Not mentioned,,Yes,,"Bouyoucos et al., 2022)",http://dx.doi.org/10.3354/meps13941,,
Jess,Onset Computer Corporation,HOBO Pendant UA-002–64 ,HOBO Pendant Temp/Light,"23.537045ºN, 119.61449ºE",23.53705,119.61449,Taiwan,,,Ecology,15,,NA,,approx. 25,,,,6,,,NA,,0.5,,,Not mentioned,,Not mentioned,,No,,"Carpenter, G.E., Denis, V., Fan, TY. et al. Effects of thermal history on the responses to thermal stress of a large benthic foraminifera, Calcarina gaudichaudii. Coral Reefs 40, 1879–1888 (2021). https://doi.org/10.1007/s00338-021-02186-8",10.1007/s00338-021-02186-8,macroalgal dominated coral reefs,
Jess,Onset Computer Corporation,HOBO Pendant UA-002–64 ,HOBO Pendant Temp/Light,"16°24.716′N, 119°54.262′E; 16°26.583′N, 119°57.016′E",16.41193,119.90437,Philippines,,,Ecology,Not mentioned,,NA,,approx. 455,,,,5,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Nada MAL, Baquiran JIP, Cabaitan PC, Conaco C. Behavior and development of larvae in the sponge Haliclona amboinensis. Invertebr Biol. 2020;00:e12296. https://doi.org/10.1111/ivb.12296",10.1111/ivb.12296,,
Nicole,Onset Computer Corporation,HOBO Pendant UA-002–64 ,HOBO Pendant Temp/Light,Ko Khang Khao Island (),13.11289,100.80511,Thailand,,,Ecology,60,,NA,,4 months,4 months,,,Not mentioned,,,NA,"""on the substrate of coral communities""",Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Pengsakun et al., 2019",http://dx.doi.org/10.1007/s13131-019-1376-8,,
Nicole,Onset Computer Corporation,HOBO Pendant UA-002–64 ,HOBO Pendant Temp/Light,"Moorea, French Polynesia (S 17°30′; W 149°50′)",-17.5,-149.83333,French Polynesia,Moorea,,Ecology,10,,NA,,"~ 4 yrs, 3 months",,,,Not mentioned,,,NA,,0.5,,,Not mentioned,,Not mentioned,,Yes,,"Bouyoucos et al., 2021",http://dx.doi.org/10.1016/j.scitotenv.2021.146854,,
Nicole,Onset Computer Corporation,HOBO Pendant UA-002–64 ,HOBO Pendant Temp/Light,"Oaxaca, Southern Mexico, from Mazunte to Montosa Island",17.0654,-96.7237,Mexico,,,Ecology,60,,NA,,~1 yr,,,,Not mentioned,,,NA,,0.53,,,Not mentioned,,Not mentioned,,No,,"Lopez-Perez et al., 2016",http://dx.doi.org/10.2984/70.2.4,,
Jess,Onset Computer Corporation,"HOBO Pendant, Microdaq",HOBO Pendant,"33°48′3″S, 151°16′30″E, 33°49′29″S, 151°15′47″E",-33.80083,151.275,Australia,,,Ecology,30,,NA,,395,,,,2,7,,NA,7-Feb,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Goyen, S., Camp, E.F., Fujise, L. et al. Mass coral bleaching of P. versipora in Sydney Harbour driven by the 2015–2016 heatwave. Coral Reefs 38, 815–830 (2019). https://doi.org/10.1007/s00338-019-01797-6",10.1007/s00338-019-01797-6,,
Jess,Onset Computer Corporation,HOBO Pro,HOBO Pro,throughout Florida Keys,24.6914,-81.18968,Florida,,,Ecology,60,,NA,,709 -1475,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,Upon request,,"Brownscombe J, Griffin L, Morley D, Acosta A, Boucek R, Adams A, Danylchuk A, Cooke S. (2022). Spatial-temporal patterns of Permit (Trachinotus falcatus) habitat residency in the Florida Keys, USA. Environmental Biology of Fishes. 106. 1-13. 10.1007/s10641-022-01332-7. ",10.1007/s10641-022-01332-7,,
Lena,Onset Computer Corporation,HOBO Pro,HOBO Pro,"6 sites around Thuwal, Saudi Arabia",22.2757,39.1133,Saudi Arabia,,,Ecology,6.5,15,NA,,2 years?,,,,10,15,,NA,10-15m,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Pineda et al., 2013",http://dx.doi.org/10.4319/lo.2013.58.5.1531,,
Lena,Onset Computer Corporation,HOBO Pro H20-001,HOBO Pro,"Stetson Bank, NW Gulf of Mexico",28.2,-94.3,Texas,,,Ecology,60,,NA,,"1993–1995, 2002–2008",2008,,,23.5,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,?,"DeBose et al., 2013",http://dx.doi.org/10.1007/s00338-012-0971-3,,
Lena,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Kikai Island, Japan",28.3216,129.971,Japan,,,Biogeochemistry,60,,NA,,30,,,,Not mentioned,,,NA,,0.2,,,Not mentioned,,Not mentioned,,Yes,,"Watanabe et al., 2020",http://dx.doi.org/10.1002/lom3.10357,,
Erik,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Dry Tortugas National Park, Florida, US",24.6333,-82.9187,Florida,,,Biogeochemistry,15,,NA,,since 2009,,,,5.5,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,,http://dx.doi.org/10.1029/2018PA003389,,
Gage,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Moorea, French Polynesia",-17.5,-149.83333,French Polynesia,Moorea,,Biogeochemistry,10,,NA,,28 hours,,,,1.5,,,NA,,0.2,,,Not mentioned,,Not mentioned,,No,,Wall and Edmunds 2013,http://dx.doi.org/10.1086/BBLv225n2p92,,
Jess,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Bocas del Toro, Panama",9.3408,-82.2408,Panama,,,Ecology,15,,NA,,225,,,,0.5,,,NA,,0.25,,,Not mentioned,,Not mentioned,,No,,"Collin R, Rendina F, Goodwin V, McCabe S (2018) Do tropical specialist sea urchins have higher thermal tolerances and optimal temperatures than their more widely distributed relatives?. Mar Ecol Prog Ser 589:153-166. https://doi.org/10.3354/meps12487",10.3354/meps12487,"only included info pertaining to temp loggers placed over coral reef, other (excluded) sensors were placed over seagrass and coral rubble",
Jess,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,26°38′36.40″ N; 127°51′49.55″ E,26.64344,127.86376,Japan,,,Ecology,60,,NA,,approx. 150,,,,0,2.5,,NA,0-2.5,Not mentioned,,,Yes,,Not mentioned,,Yes,,"Das RR, Wada H, Masucci GD, Singh T, Tavakoli-Kolour P, Wada N, Tang S-L, Yamashiro H, Reimer JD. Four-Year Field Survey of Black Band Disease and Skeletal Growth Anomalies in Encrusting Montipora spp. Corals around Sesoko Island, Okinawa. Diversity. 2022; 14(1):32. https://doi.org/10.3390/d14010032",10.3390/d14010032,,
Lena,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"(9.363°N, 82.282°W)",9.363,-82.282,Panama,,,Ecology,Not mentioned,,NA,,Not mentioned,,,,4,10,20,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,Yes,,"Paul Neal et al., 2017",http://dx.doi.org/10.1002/ece3.2706,,
Wally,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,Florida Keys,24.58588,-81.58143,Florida,,,Ecology,60,,NA,,6 years,3 years,2 years,,Not mentioned,,,NA,,0.2,,,Not mentioned,,Not mentioned,,No,,Kemp et al. 2016,http://dx.doi.org/10.1002/ecs2.1373,,
Nicole,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,Florida Keys (24.5–25.5°N latitude),24.58588,-81.58143,Florida,,,Ecology,15,,NA,,96 days,,,,4,6,,NA,6-Apr,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Kuffner et al., 2013",http://dx.doi.org/10.1007/s00338-013-1047-8,,
Lena,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"06°48.15, E158°06.71",6.8025,158.11183,Micronesia,,,Ecology,60,,NA,,59 days,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,?,"Rhodes et al., 2014",http://dx.doi.org/10.1007/s00338-014-1172-z,,
Lena,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,West coast of Hawai'i island,19.63999,-155.99693,Hawaii,Hawaii,,Ecology,60,,NA,,11 months,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Couch et al., 2014",http://dx.doi.org/10.1007/s00338-014-1174-x,,
Nicole,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"North Normans Pond, Exuma Cays, Bahamas; Little Grecian Reef, Upper Florida Keys, USA; La Bocana Reef, Puerto Morelos, Mexico; & Carrie Bow Cay, Belize",16.8,-88.0833,Bahamas,New Providence Island,,Ecology,60,,NA,,3 yrs,,,,3,4,,NA,"3 (Bahamas), 4 (Florida Keys, Mexico, Belize) ",Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Kemp et al., 2015",http://dx.doi.org/10.1007/s00338-015-1277-z,,
Nicole,Onset Computer Corporation,HOBO Pro V2,HOBO Pro," Makaseb, Saada, Delma, Bu Tinah, Al-Hiel, Dhabiya, Saadiyat, Ras Ghanada reefs, Abu Dhabi, United Arab Emirates, Arabian/Persian Gulf",24.85892,54.7196,United Arab Emirates,,,Ecology,60,,NA,,~ 4 months (every year for 5 yrs),,,,2.5,5,6,NA,"2.5-6.5 (""20cm of the sea bottom"")",Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Burt et al., 2019",http://dx.doi.org/10.1007/s00338-019-01767-y,,
Nicole,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Fsar (22° 13.957 N 39° 01.816′ E) & Abu Madafi (22° 05.209′ N 38° 46.700′ E), Saudi Arabia, Red Sea",22.08682,38.77833,Saudi Arabia,,,Ecology,60,,NA,,~5 months,,,,30,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Hume et al., 2020",http://dx.doi.org/10.1007/s00338-020-01917-7,,
Nicole,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Southeast Florida Reef Tract, US",25.15523,-80.26615,Florida,,,Ecology,Not mentioned,,NA,,9 years and 4 months,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Jones et al., 2020",http://dx.doi.org/10.1007/s00338-020-01994-8,,
Wally,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Cygnet bay, Australia",-16.47967,123.0435,Australia,,,Ecology,15,,NA,,19 months,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,Schoepf et al. 2021,http://dx.doi.org/10.1007/s00338-020-02038-x,,
Lena/Erik,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"North Solitary Island, South Solitary Island, and Fish Rock, NSW, Australia",-30.9384,153.1007,Australia,,,Ecology,30,,NA,,7 December 2018 - 23 July 2020,,,,12,15,,NA,15-Dec,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Pryor et al., 2022",http://dx.doi.org/10.1016/j.ecss.2021.107662,,
Nicole,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Molassess Reef, Florida Keys",25.0083,-80.3692,Florida,,,Ecology,30,,NA,,336 days,268 days,,146 days,4,6,,NA,6-Apr,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Manzello et al., 2015",http://dx.doi.org/10.1016/j.jembe.2015.06.010,,
Lena,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,(French Polynesia),-17.47825,-149.85275,French Polynesia,Moorea,,Ecology,5,,NA,,39 days ,,,,6,20,40,60,"6, 20, 40, 60, 90",Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Godefroid et al., 2022",http://dx.doi.org/10.1016/j.scitotenv.2022.153094,,
Nicole,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"United States Virgin Islands e.g., St. Thomas, Tiger Island (Lat:, Long:)",18.19113,-64.95032,Caribbean,,,Ecology,15,60,NA,15-60,1 yr,,,,Not mentioned,,,NA,,0.21,,,Yes,,Not mentioned,,No,,"Smith et al., 2016",http://dx.doi.org/10.1111/gcb.13175,,
Wally,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,Singapore,1.29027,103.85196,Singapore,,,Ecology,Not mentioned,,NA,,2 years,,,,Not mentioned,,,NA,,0.2,,,Not mentioned,,Not mentioned,,No,,Low et al. 2019,http://dx.doi.org/10.1111/jpy.12818,,
Wally,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,Kenya,-4.04374,39.65887,Kenya,,,Ecology,Not mentioned,,NA,,Not mentioned,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,Okemwa et al. 2019,http://dx.doi.org/10.2989/1814232X.2019.1657497,,
Wally,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Shiraho Reef, Japan",24.31667,124.2,Japan,,,Ecology,10,20,NA,,9 years,,,,2,,,NA,,0.2,,,Not mentioned,,Not mentioned,,No,,Harii et al. 2014,http://dx.doi.org/10.3354/meps10890,,
Nicole,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Southeast Florida (e.g., 27º07.900' N, 80º08.42' W & 25º40.707' N, 80º07.111 W)",27.13167,-80.14033,Florida,,,Ecology,120,,NA,,9.5 yrs,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,Yes,,"Walton et al., 2018",http://dx.doi.org/10.3389/fmars.2018.00323,sensors replaced yearly,
Wally,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Isla Contoy, Mexico",21.4954,-86.7944,Mexico,,,Ecology,180,,NA,,8 months,,,,0.5,3,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,Irora-Sansores et al. 2018,http://dx.doi.org/10.3389/fmars.2018.00487,,
Lena,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Taka Fadelan (05°50′ 42.5′′ S, 110° 35′ 17.7′′ E) and Ocean Base ()",-5.84447,110.58014,Indonesia,,,Ecology,Not mentioned,,NA,,365,,,,5,6,,NA,6-May,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Wijayanti et al., 2019",http://dx.doi.org/10.3389/fmars.2019.00195,,
Wally,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Florida Keys, USA",24.58588,-81.58143,Florida,,,Ecology,15,,NA,,2 years,,,,Not mentioned,,,NA,,0.2,,,Not mentioned,,Not mentioned,,Yes,,Lenz et al. 2021,http://dx.doi.org/10.3389/fmars.2021.615795,,
Lena,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Bourake, New Caledonia ",-21.9617,165.9971,New Caledonia,,,Ecology,10,,NA,,September 2017-October 2019,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,Yes,,"Tanvet et al., 2022",http://dx.doi.org/10.3389/fmars.2022.837877,,
Gage,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Cerro Mundo, Galapagos ",-0.86833,-89.58444,Ecuador,Isla San Cristobal,,Ecology,15,,NA,,24 weeks,,,,8,10,,NA,10-Aug,Not mentioned,,,Not mentioned,,Not mentioned,,Yes,,Brandt et al. 2022,http://dx.doi.org/10.3389/fmars.2022.845635,,
Wally,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,Hawaii,19.8987,-155.6659,Hawaii,Hawaii,,Ecology,Not mentioned,,NA,,50 days,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,Barnhill et al. 2020,http://dx.doi.org/10.3390/d12090347,,
Wally,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,Hawaii,19.8987,-155.6659,Hawaii,Hawaii,,Ecology,30,,NA,,2 years,,,,Not mentioned,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,Yes,,Rogers et al. 2021,http://dx.doi.org/10.3390/d13020066,,
Erik,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Manzanillo, Colima, Mexico (coord for 2 sites available)",19.09744,104.3961,Vietnam,,,Ecology,480,,NA,8 h (3x per d),12 months? (winter 2012-winter 2013; study period),,,,,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,,http://dx.doi.org/10.4067/S0718-19572017000200009,paper in spanish,
Nicole,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Bouraké (South Province, Grande Terre, New Caledonia)",-21.9617,165.9971,New Caledonia,,,Ecology,10,,NA,,"~ 2 yrs, 3 months",1 month,"~1 yr, 6 months",~ 7 months,1,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,Yes,,"Maggioni et al., 2021",http://dx.doi.org/10.5194/bg-18-5117-2021,,
Gage,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,Eastern Gulf of Panama,8.25498,-78.6387,Panama,,,Ecology,30,,NA,,1 yr,,,,15,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,Gomez et al 2018,http://dx.doi.org/10.5343/bms.2017.1051,,
Erik,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"(Pitoujiiao, Taiwan)",25.12611,121.91528,Taiwan,,,Ecology,60,,NA,,22 months (Jan 2014 to Nov 2016),,,,1,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,,http://dx.doi.org/10.5343/bms.2020.0058,,
Lena,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,9°20.8′N/82°15.75′W,9.34667,-82.2625,Panama,,,Ecology/Physical Oceanography?,60,,NA,,4567 days,,,,4,10,20,NA,,0.25,,,Yes,,Not mentioned,,Yes,?,"Neal et al., 2013",http://dx.doi.org/10.1007/s00338-013-1081-6,,
Wally,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,Gulf of Panama Gulf of Chiriqui,8.1732,-79.5603,Panama,,,Physical Oceanography,15,,NA,,2 yrs,,,,3,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,Yes,,Enochs et al. 2021,http://dx.doi.org/10.1002/ecm.1482,,
Wally,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Xcalak, Mexico",18.2714,-87.8358,Mexico,,,Physical Oceanography,5,,NA,,6 days,,,,13.5,23.5,33.5,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,Sanchez-Hernandez et al. 2022,http://dx.doi.org/10.1016/j.ecss.2022.107998,,
Nicole,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,Gulf of Panamá and Gulf of Chiriquí ,8.1732,-79.5603,Panama,,,Ecology,15,,NA,,2 years,,,,3,,,NA,,0.2,,,Not mentioned,,Yes,,Yes,,"Randall et al., 2020",http://dx.doi.org/10.1002/ecy.2918,,
Wally,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Kane'ohe Bay, Hawaii (, )",20.433,-157.78633,Hawaii,Hawaii,,Ecology,15,,NA,,Not mentioned,,,,2,,,NA,,Not mentioned,,,Not mentioned,,Yes,,No,,Bahr et al. 2017,http://dx.doi.org/10.3389/fmars.2017.00398,,
Wally,Onset Computer Corporation,HOBO Pro V2,HOBO Pro,"Eilat, Isreal",29.5577,34.9519,Israel,,,Ecology,15,,NA,,7 years,,,,5,15,30,45,,Not mentioned,,,,,,,Yes,,Liberman et al. 2022,http://dx.doi.org/10.1002/ecy.3760,,
Jess,Onset Computer Corporation,HOBO Pro V2 U22,HOBO Pro,"23 °S, 113 °E; 32 °S, 115 °E; 34.4 °S, 119.4 °E",-32,115,Australia,,,Biogeochemistry,10,,NA,,547.5-730,,,,2,8,,NA,8-Feb,0.2,,,Yes,(intercalibrated),Not mentioned,,Yes,,"Ross, C.L., DeCarlo, T.M. and McCulloch, M.T. (2019), Calibration of Sr/Ca, Li/Mg and Sr-U Paleothermometry in Branching and Foliose Corals. Paleoceanography and Paleoclimatology, 34: 1271-1291. https://doi.org/10.1029/2018PA003426",10.1029/2018PA003426,,
Jess,Onset Computer Corporation,HOBO Pro V2 U22,HOBO Pro,"17◦ 29′ 17′′ S, 149◦ 53′ 3′′ W",-17.48806,-149.88417,French Polynesia,Moorea,,Ecology,60,,NA,,approx. 120,,,,Not mentioned,,,NA,,0.2,,,Not mentioned,,Not mentioned,,No,,"Puisay A, Elleaume N, Fouqueau L, Lacube Y, Goiran C, Sidobre C, Metian M, Hédouin L (2021) Parental bleaching susceptibility leads to differences in larval fluorescence and dispersal potential in Pocillopora acuta corals. Marine Environmental Research 163: 105200",10.1016/j.marenvres.2020.105200,,
Jess,Onset Computer Corporation,HOBO Pro V2 U22,HOBO Pro,"26◦19’37.28’’ N, 127◦44’41.21’’ E",26.32702,127.74478,Japan,Okinawa,,Ecology,60,,NA,,approx. 1825,,,,4,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Hayashi K, Reimer JD (2020) Five-year study on the bleaching of anemonefish-hosting anemones (Cnidaria: Anthozoa: Actiniaria) in subtropical Okinawajima Island. Regional Studies in Marine Science 35: 101240",10.1016/j.rsma.2020.101240,,
Jess,Onset Computer Corporation,HOBO Pro V2 U22,HOBO Pro,"10.743°N, 124.786°E",10.743,124.786,Philippines,,,Ecology,30,,NA,,approx. 395,,,,4,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Holtswarth, Jordan N ; San Jose, Shem B ; Montes Jr, Humberto R ; Morley, James W ; Pinsky, Malin L (2017) The reproductive seasonality and fecundity of yellowtail clownfish (Amphiprion clarkii) in the Philippines. Bulletin of Marine Science 93: 997-1007(11)",10.5343/bms.2017.1010,deployment duration = sampling period,
Nicole,Onset Computer Corporation,HOBO Pro V2 U22,HOBO Pro,"Sekisei Lagoon, Japan",24.3366,124.0453,Japan,,,Ecology,5,10,NA,,1 month,2.5 months,,2.5 months,42,45,,NA,42-45,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Bernardo et al., 2017",http://dx.doi.org/10.1007/s10236-017-1096-6,,
Nicole,Onset Computer Corporation,HOBO Pro V2 U22,HOBO Pro,"Coral Bay (23°09′S), Ningaloo Reef, Houtman Abrolhos Islands (28°52′S) and Houtman Abrolhos Islands (28°52′S), Western Australia",-22.55066,113.80183,Australia,,,Ecology,60,,NA,,~1 yr 11 months,,,,4,,,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,No,,"Foster et al., 2014",http://dx.doi.org/10.1016/j.jembe.2014.07.014,,
Nicole,Onset Computer Corporation,HOBO Pro V2 U22,HOBO Pro,"Hatohobei Island and Helen Reef, Palau",7.515,134.5825,Palau,Babelthuap,,Ecology,30,1,NA,,~ 5 yrs,,,,15,35,57,NA,,Not mentioned,,,Not mentioned,,Not mentioned,,Yes,,"Johnston and Colin, 2022",http://dx.doi.org/10.1029/2021JC017606,,
Lena,Onset Computer Corporation,HOBO Pro V2 U22,HOBO Pro,"21.4339°N, 157.7984°W and 21.4515°N, 157.7966°W",21.4339,-157.7984,Hawaii,Hawaii,Oahu,Ecology,15,,NA,,378 days,300 days,,,2,3,,NA,3-Feb,0.21,,,Yes,,Not mentioned,,Yes,,"Matsuda et al., 2020",http://dx.doi.org/10.3389/fevo.2020.00178,,
Lena,Onset Computer Corporation,HOBO Pro V2 U22,HOBO Pro,"Shell Island (Shenton Bluff, Cygnet Bay, Australia",-16.583,123.083,Australia,,,Ecology,15,,NA,,September 2015-October 2016,,,,3,4,,NA,,0.2,,,Not mentioned,,Not mentioned,,Yes,,"Schoepf et al., 2020",http://dx.doi.org/10.3389/fmars.2020.00702,,
